x1
24.435,22.213,24.528,23.518,22.308,18.86,21.242,25.806,25.382,23.585,21.259,20.064,22.151,22.365,23.378,24.852,20.446,20.297,19.702,25.259,23.518,21.452,25.008,22.196,19.754,22.96,24.669,26.199,32.229,24.036,21.144,21.512,21.926,24.178,21.625,21.291,22.56,21.458,22.859,25.005,24.475,20.155,20.548,21.709,23.28,23.676,24.229,20.443,20.366,22.184,22.714,23.298,23.723,23.802,23.604,19.413,21.193,23.298,29.718,22.237,24.546,19.057,21.697,23.399,23.115,23.938,22.041,20.356,24.839,19.183,25.25,25.096,22.979,19.98,19.994,22.874,22.062,22.774,23.938,19.796,18.202,23.121,27.883,21.579,22.162,22.4,18.047,20.196,23.87,23.136,24.59,23.883,23.818,17.973,24.577,25.863,24.383,24.747,23.121,18.698,21.249
26.465,27.233,26.558,25.547,24.338,20.889,23.272,27.836,24.576,17.618,23.288,22.093,24.181,21.162,28.556,24.791,17.675,22.327,21.731,27.288,26.523,17.441,27.037,24.225,21.784,24.99,30.945,20.015,34.258,26.065,23.174,23.542,23.956,27.559,18.923,23.321,24.59,23.487,24.888,28.684,21.488,22.185,22.577,23.738,25.309,25.706,22.703,22.473,22.396,24.213,24.744,25.327,19.04,25.831,27.535,21.442,23.223,25.327,31.747,24.266,26.576,21.087,23.726,25.429,25.145,23.567,24.07,22.386,26.869,21.212,27.279,25.164,25.008,22.009,22.023,24.904,24.091,24.803,25.967,21.825,20.231,25.15,29.913,18.923,22.766,24.43,20.076,22.225,25.9,27.91,22.177,25.912,25.848,20.003,26.606,27.892,26.413,26.776,25.15,20.727,23.278
23.928,21.706,24.021,23.01,21.801,18.352,20.735,25.299,24.874,23.078,20.752,19.557,21.644,21.857,22.87,24.345,19.938,19.79,19.195,24.751,23.011,20.945,24.5,21.688,19.247,22.453,24.162,25.692,31.721,23.528,20.637,21.005,21.419,23.671,21.118,20.784,22.053,20.95,22.352,24.497,23.968,19.648,20.041,21.202,22.772,23.169,23.722,19.936,19.859,21.676,22.207,22.79,23.216,23.294,23.096,18.906,20.686,22.791,26.093,22.613,24.039,18.55,21.189,22.892,22.608,23.431,21.533,19.849,24.332,18.675,24.742,24.589,22.471,19.472,19.486,22.367,21.555,22.266,23.43,19.288,17.695,22.613,27.376,21.072,21.655,21.893,17.54,19.688,23.363,22.628,24.083,23.376,23.311,17.466,24.07,25.355,23.876,24.239,22.614,18.19,20.741
25.957,23.735,26.051,25.04,23.83,20.382,22.765,27.328,24.069,17.111,22.781,21.586,23.673,23.887,25.934,18.283,21.968,21.819,21.224,26.781,25.04,23.196,26.53,23.718,21.277,24.482,30.438,19.508,33.751,25.558,22.666,23.034,23.448,25.7,22.337,22.814,24.083,22.98,24.381,26.527,20.979,21.677,22.07,23.231,24.802,25.198,22.196,21.965,21.888,23.706,24.236,24.82,18.533,25.324,27.028,20.935,22.715,24.82,31.24,23.759,26.068,20.579,23.219,24.921,24.637,24.411,23.563,21.878,26.361,20.705,26.772,26.618,24.501,21.502,21.516,24.397,23.584,24.296,25.46,21.318,19.724,24.643,29.405,18.416,23.684,23.922,19.569,21.718,25.393,24.658,29.494,19.121,25.34,19.495,26.099,27.385,25.905,26.269,24.643,20.22,22.771
24.943,22.72,25.036,24.025,22.816,19.367,21.75,26.313,25.889,24.092,21.766,20.571,22.659,22.872,23.885,25.436,18.32,20.805,20.209,25.766,24.026,21.959,25.515,22.703,20.262,23.468,25.177,26.707,32.736,24.543,21.651,22.019,22.433,24.685,22.132,21.799,23.068,21.965,23.366,25.512,24.983,20.663,21.055,22.216,23.787,24.184,24.736,20.951,20.874,22.691,23.222,23.805,24.23,24.309,24.111,19.92,21.701,23.805,30.225,22.744,25.053,19.565,22.204,23.907,23.623,24.446,22.548,20.864,25.347,19.69,25.757,25.603,23.486,20.487,20.501,23.382,22.569,23.281,24.445,20.303,18.709,23.628,28.39,22.087,22.67,22.908,18.554,20.703,24.378,23.643,25.097,24.39,24.326,18.481,25.084,26.37,24.891,25.254,23.628,19.205,21.756
26.972,28.033,27.065,26.055,24.845,21.396,23.779,28.343,25.084,18.125,23.796,22.601,24.688,21.669,29.063,25.299,18.182,22.834,22.239,27.795,24.563,14.564,27.545,24.733,22.291,25.497,31.453,20.522,30.508,24.356,23.681,24.049,18.649,26.276,17.64,23.828,25.097,23.994,25.396,29.191,21.995,22.692,23.085,24.246,25.817,26.213,23.211,22.98,22.903,24.721,25.251,25.835,19.548,28.772,19.651,21.95,23.73,25.835,32.254,24.774,11.556,21.594,24.234,25.936,25.652,24.074,28.203,18.787,27.376,21.719,27.786,25.671,28.838,19.344,22.53,25.411,24.599,22.479,26.475,22.332,20.739,25.658,30.42,19.431,23.274,24.937,20.584,22.732,26.407,28.417,22.684,26.42,26.355,20.51,27.114,28.073,15.698,27.284,25.658,21.235,23.786
23.674,21.452,23.767,22.757,21.547,18.099,20.481,25.045,24.621,22.824,20.498,19.303,21.39,21.604,22.617,24.091,19.685,19.536,18.941,24.497,22.757,20.691,24.247,21.435,18.993,22.199,23.908,25.438,24.817,17.498,20.383,20.751,21.165,23.417,20.864,20.53,21.799,20.696,22.098,24.244,23.714,19.394,19.787,20.948,22.519,22.915,23.468,19.682,19.605,21.423,21.953,22.537,22.962,23.041,22.843,18.652,20.432,22.537,25.839,22.359,23.785,18.296,20.936,22.638,22.354,23.177,21.28,19.595,24.078,18.421,24.488,24.335,22.218,19.219,19.232,22.113,21.301,22.013,23.177,19.034,17.441,22.36,27.122,20.818,21.401,21.639,17.286,19.434,23.109,22.374,23.829,23.122,23.057,17.212,23.816,25.102,23.622,23.986,22.36,17.937,20.488
25.704,23.481,25.797,24.786,23.577,20.128,22.511,27.074,23.815,16.857,22.527,21.332,23.42,23.633,27.795,24.03,21.714,21.566,20.97,26.527,24.787,22.942,26.276,23.464,21.023,24.229,25.938,27.468,33.497,25.304,22.412,22.78,23.194,25.446,22.083,22.56,23.829,22.726,24.127,26.273,25.744,21.424,21.816,22.977,24.548,24.945,21.942,21.712,21.635,23.452,23.983,24.566,24.992,25.07,24.872,20.681,22.462,24.566,30.986,23.505,25.815,20.326,22.965,24.668,24.384,24.157,23.309,21.625,26.108,20.451,26.518,26.364,24.247,21.248,21.262,24.143,23.33,24.042,25.206,21.064,19.47,24.389,29.151,18.162,23.431,23.669,19.315,21.464,25.139,24.404,29.24,18.867,25.087,19.242,25.845,27.131,25.652,26.015,24.389,19.966,22.517
24.689,22.467,24.782,23.771,22.562,19.113,21.496,26.06,25.635,23.839,21.513,20.318,22.405,22.618,23.631,25.106,20.699,20.551,19.956,25.512,23.772,21.706,25.261,22.449,20.008,23.214,24.923,26.453,32.482,24.289,21.398,21.766,22.18,24.432,21.879,21.545,22.814,21.711,23.113,25.258,24.729,20.409,20.802,21.963,23.534,23.93,24.483,20.697,20.62,22.437,22.968,23.551,23.977,24.056,23.857,19.667,21.447,23.552,29.971,22.49,24.8,19.311,21.95,23.653,23.369,24.192,22.294,20.61,25.093,19.436,25.503,25.35,23.232,20.233,20.247,23.128,22.316,23.027,24.191,20.049,18.456,23.374,28.137,21.833,22.416,22.654,18.301,20.449,24.124,23.389,24.844,24.137,24.072,18.227,24.831,26.116,24.637,25.001,23.375,18.952,21.502
26.718,27.779,26.812,25.801,24.591,21.143,23.526,28.089,24.83,17.872,23.542,22.347,24.434,21.416,28.81,25.045,17.928,22.58,21.985,27.542,26.777,17.695,27.291,24.479,22.038,25.243,31.199,20.269,30.254,24.102,23.427,23.795,24.209,26.022,17.387,23.575,24.844,23.741,25.142,28.937,21.741,22.438,22.831,23.992,25.563,25.959,22.957,22.726,22.649,24.467,24.997,25.581,19.294,26.085,27.789,21.696,23.476,25.581,32.001,24.52,11.302,21.34,23.98,25.682,25.398,23.821,24.324,22.64,27.122,21.466,27.533,25.417,28.585,19.09,22.277,25.158,24.345,22.225,26.221,22.079,20.485,25.404,30.166,19.177,23.02,24.683,20.33,22.479,26.154,28.163,22.43,26.166,26.102,20.256,26.86,28.146,26.358,27.03,25.404,20.981,23.532
24.182,21.959,24.275,23.264,22.054,18.606,20.989,25.552,25.128,23.331,21.005,19.81,21.898,22.111,23.124,24.599,20.192,20.043,19.448,25.005,23.265,21.198,24.754,21.942,19.501,22.706,24.416,25.946,31.975,23.782,20.89,21.258,21.672,23.924,21.371,21.038,22.307,21.204,22.605,24.751,24.221,19.901,20.294,21.455,23.026,23.422,23.975,20.19,20.113,21.93,22.461,23.044,23.469,23.548,23.35,19.159,20.939,23.044,26.347,22.867,24.292,18.804,21.443,23.146,22.862,23.685,21.787,20.103,24.586,18.929,24.996,24.842,22.725,19.726,19.74,22.621,21.808,22.52,23.684,19.542,17.948,22.867,27.629,21.326,21.909,22.147,17.793,19.942,23.617,22.882,24.336,23.629,23.565,17.72,24.323,25.609,24.13,24.493,22.867,18.444,20.995
